order_id,product_id,customer_email,order_date,status,quantity,total_amount
948,500,user1316@mail.com,2024-10-01,delivered,3,56.25
949,221,user7325@shop.net,2025-10-31,cancelled,8,414.89
950,215,user6422@mail.com,2024-12-20,cancelled,4,245.43
951,27,user7744@shop.net,2025-10-13,processing,1,267.3
952,494,user9247@shop.net,2024-11-28,processing,2,31.75
953,486,user7623@example.com,2024-07-14,shipped,8,65.67
954,373,user9365@shop.net,2025-12-26,shipped,6,277.91
955,659,user4993@example.com,2025-03-07,pending,6,368.16
956,794,user7188@shop.net,2024-06-20,shipped,5,126.12
957,875,user8039@example.com,2024-08-24,processing,6,23.31
958,870,user7447@mail.com,2025-03-22,delivered,7,175.99
959,641,user3259@shop.net,2025-01-11,pending,6,161.68
960,858,user6933@mail.com,2025-01-21,cancelled,1,461.44
961,549,user7080@mail.com,2025-10-30,delivered,5,360.83
962,248,user9522@mail.com,2025-12-22,processing,9,483.07
963,529,user6077@example.com,2024-12-13,shipped,3,209.64
964,358,user3776@shop.net,2024-10-23,pending,5,316.79
965,547,user5296@mail.com,2025-06-07,processing,7,20.08
966,410,user1781@mail.com,2025-03-19,delivered,1,436.91
967,754,user9431@example.com,2025-07-13,processing,2,246.62
968,510,user1528@example.com,2025-06-23,cancelled,8,151.41
969,843,user9823@mail.com,2024-11-18,pending,9,173.58
970,237,user5581@example.com,2024-12-30,processing,6,342.84
971,759,user7490@shop.net,2026-04-09,processing,5,135.37
972,194,user5730@shop.net,2025-11-01,processing,4,76.8
973,281,user1540@shop.net,2025-06-29,pending,3,136.74
974,872,user1987@mail.com,2025-03-10,delivered,1,143.4
975,731,user9716@shop.net,2026-04-20,cancelled,4,415.27
976,371,user6780@example.com,2026-03-05,pending,1,129.71
977,705,user4816@mail.com,2024-12-12,cancelled,1,79.38
978,356,user1202@shop.net,2025-02-17,delivered,6,490.86
979,412,user6624@example.com,2024-09-07,delivered,2,221.31
980,865,user3943@example.com,2025-06-15,shipped,3,214.63
981,109,user6002@example.com,2024-08-01,shipped,8,490.03
982,655,user7239@shop.net,2024-12-30,shipped,8,348.78
983,646,user4138@shop.net,2025-09-04,shipped,10,475.34
984,50,user8406@example.com,2024-12-06,processing,4,465.65
985,310,user4932@mail.com,2024-12-06,processing,1,381.7
986,698,user4546@mail.com,2024-08-28,shipped,2,190.33
987,281,user4046@example.com,2026-01-18,cancelled,3,274.23
988,1000,user7007@example.com,2025-02-15,processing,6,322.76
989,339,user1492@shop.net,2025-09-17,delivered,7,91.9
990,327,user6510@mail.com,2025-02-17,pending,9,139.44
991,477,user7247@shop.net,2026-02-09,cancelled,3,20.37
992,763,user6077@shop.net,2024-12-17,delivered,6,64.49
993,791,user4025@example.com,2025-12-08,pending,10,250.06
994,459,user7400@mail.com,2026-03-23,processing,10,336.09
995,609,user6183@example.com,2025-12-12,shipped,5,55.39
996,347,user1902@example.com,2026-04-25,processing,10,176.82
997,687,user5809@shop.net,2024-08-04,cancelled,2,105.79
998,778,user4966@shop.net,2025-07-31,processing,9,36.83
999,437,user1744@example.com,2025-06-30,shipped,1,122.12
1000,92,user5101@mail.com,2024-07-09,shipped,1,137.41
